,id,original_title,popularity,release_date,title,vote_average,vote_count
8719,23410,The Thaw,10.865,2009-01-01,The Thaw,5.7,245
8720,11467,America's Sweethearts,9.71,2001-07-17,America's Sweethearts,5.7,681
8721,9906,The Ant Bully,29.896,2006-07-28,The Ant Bully,5.7,1132
8722,15681,Ex,7.28,2009-02-06,Ex,5.7,425
8723,252164,Pressure,7.54,2015-06-04,Pressure,5.7,203
8724,49014,Cosmopolis,9.948,2012-05-25,Cosmopolis,5.7,1015
8725,582186,"Oh, Ramona!",13.19,2019-02-14,"Oh, Ramona!",5.7,340
8726,486103,Puoi baciare lo sposo,5.83,2018-03-01,My Big Gay Italian Wedding,5.7,281
8727,347945,Synchronicity,7.298,2015-07-22,Synchronicity,5.7,313
8728,136911,The Factory,6.502,2011-10-19,The Factory,5.7,236
8729,312669,Maggie's Plan,8.831,2016-04-27,Maggie's Plan,5.7,314
8730,271969,Ben-Hur,26.331,2016-08-17,Ben-Hur,5.7,1467
8731,2959,License to Wed,8.425,2007-07-04,License to Wed,5.7,752
8732,346808,Momentum,26.044,2015-10-15,Momentum,5.7,446
8733,299551,The Atticus Institute,10.67,2015-01-20,The Atticus Institute,5.7,265
8734,9980,Maximum Overdrive,17.345,1986-07-25,Maximum Overdrive,5.7,547
8735,480414,The Curse of La Llorona,110.858,2019-04-17,The Curse of La Llorona,5.7,1929
8736,18501,Gamer,12.413,2009-09-03,Gamer,5.7,1955
8737,492621,The Midnight Man,10.527,2016-09-30,The Midnight Man,5.7,350
8738,430040,The Hurricane Heist,27.058,2018-02-28,The Hurricane Heist,5.7,849
8739,167575,Hatchet III,8.379,2013-06-14,Hatchet III,5.7,280
8740,57165,Wrath of the Titans,63.714,2012-03-28,Wrath of the Titans,5.7,3570
8741,16643,Life or Something Like It,8.563,2002-04-24,Life or Something Like It,5.7,403
8742,11056,Darkness,9.274,2002-10-11,Darkness,5.7,304
8743,9966,The Messengers,19.597,2007-02-02,The Messengers,5.7,656
8744,523931,Megalodon,64.027,2018-08-10,Megalodon,5.7,215
8745,400710,Flatliners,19.409,2017-09-28,Flatliners,5.7,2005
8746,10092,Cry_Wolf,7.215,2005-09-16,Cry_Wolf,5.7,408
8747,8860,Metro,11.051,1997-01-16,Metro,5.7,431
8748,230222,Tarzan,14.371,2013-10-17,Tarzan,5.7,507
8749,101519,A Fantastic Fear of Everything,7.382,2012-06-07,A Fantastic Fear of Everything,5.7,236
8750,28665,Fame,10.124,2009-09-23,Fame,5.7,313
8751,1450,Blood: The Last Vampire,12.218,2009-04-02,Blood: The Last Vampire,5.7,280
8752,9038,The Heartbreak Kid,17.646,2007-10-05,The Heartbreak Kid,5.7,1326
8753,7341,The Rage: Carrie 2,10.509,1999-03-11,The Rage: Carrie 2,5.7,303
8754,397422,Rough Night,26.235,2017-06-15,Rough Night,5.7,1763
8755,2122,The Whole Ten Yards,11.107,2004-04-07,The Whole Ten Yards,5.7,774
8756,480105,47 Meters Down: Uncaged,23.411,2019-08-15,47 Meters Down: Uncaged,5.7,1115
8757,10823,Children of the Corn,31.527,1984-03-09,Children of the Corn,5.7,760
8758,10771,The Tuxedo,17.18,2002-09-27,The Tuxedo,5.7,1569
8759,111440,The Pact,6.738,2012-05-25,The Pact,5.7,401
8760,34636,The NeverEnding Story II: The Next Chapter,16.563,1990-10-24,The NeverEnding Story II: The Next Chapter,5.7,649
8761,469876,Addio fottuti musi verdi,3.642,2017-11-09,Addio fottuti musi verdi,5.7,374
8762,440762,Jay and Silent Bob Reboot,11.254,2019-10-15,Jay and Silent Bob Reboot,5.7,369
8763,410554,First Kill,15.977,2017-07-21,First Kill,5.7,462
8764,380124,Boo! A Madea Halloween,9.762,2016-10-21,Boo! A Madea Halloween,5.7,370
8765,49787,The Reef,9.12,2010-05-15,The Reef,5.7,443
8766,9424,Disturbing Behavior,12.487,1998-07-24,Disturbing Behavior,5.7,267
8767,4597,Armored,9.416,2009-12-04,Armored,5.7,523
8768,24001,The Hills Run Red,11.705,2009-06-12,The Hills Run Red,5.7,217
8769,2334,Taxi 3,17.477,2003-01-29,Taxi 3,5.7,1225
8770,560204,Arkansas,9.794,2020-05-05,Arkansas,5.7,218
8771,323368,Hangman,11.658,2017-12-22,Hangman,5.7,426
8772,137145,247°F,8.165,2011-09-01,247°F,5.7,216
8773,459202,Boo 2! A Madea Halloween,17.153,2017-10-20,Boo 2! A Madea Halloween,5.7,439
8774,1683,The Reaping,10.655,2007-04-05,The Reaping,5.7,659
8775,489929,Destination Wedding,15.738,2018-08-02,Destination Wedding,5.7,573
8776,383869,Retour chez ma mère,7.254,2016-06-01,Back to Mom's,5.7,414
8777,357096,I Spit on Your Grave III: Vengeance is Mine,36.616,2015-10-01,I Spit on Your Grave III: Vengeance is Mine,5.7,758
8778,320302,Sei mai stata sulla luna?,7.755,2015-01-22,Ever Been to the Moon?,5.7,235
8779,13476,Win a Date with Tad Hamilton!,11.286,2004-01-23,Win a Date with Tad Hamilton!,5.7,426
8780,10679,Iron Sky,29.535,2012-03-10,Iron Sky,5.7,1313
8781,11888,Snow Dogs,11.519,2002-01-18,Snow Dogs,5.7,616
8782,438,Cube Zero,12.805,2004-10-10,Cube Zero,5.7,816
8783,41668,Fantozzi - Il ritorno,5.42,1996-12-20,Fantozzi The Return,5.7,317
8784,19698,Porky's II: The Next Day,12.159,1983-06-24,Porky's II: The Next Day,5.7,245
8785,109513,Hit & Run,9.485,2012-08-22,Hit & Run,5.7,447
8786,11547,Cabin Fever,11.08,2003-08-15,Cabin Fever,5.7,1003
8787,3050,Doctor Dolittle,23.088,1998-06-26,Doctor Dolittle,5.7,2573
8788,5,Four Rooms,13.967,1995-12-09,Four Rooms,5.7,2167
8789,114606,Cockneys vs Zombies,14.848,2012-08-31,Cockneys vs Zombies,5.7,317
8790,9890,The Stepford Wives,13.641,2004-06-10,The Stepford Wives,5.7,1089
8791,416051,D'après une histoire vraie,10.382,2017-11-01,Based on a True Story,5.7,414
8792,72331,Abraham Lincoln: Vampire Hunter,100.34,2012-06-20,Abraham Lincoln: Vampire Hunter,5.7,2800
8793,70435,Haywire,28.202,2011-11-01,Haywire,5.7,1111
8794,36298,"Io, loro e Lara",4.724,2010-01-05,"Me, Them and Lara",5.7,262
8795,15671,Picture This,8.892,2008-07-13,Picture This,5.7,258
8796,604563,OSS 117 : Alerte rouge en Afrique noire,13.552,2021-08-04,OSS 117: From Africa with Love,5.7,503
8797,353491,The Dark Tower,23.942,2017-08-03,The Dark Tower,5.7,4332
8798,342474,Jenny's Wedding,7.68,2015-07-31,Jenny's Wedding,5.7,364
8799,84165,2 Days in New York,7.01,2012-03-28,2 Days in New York,5.7,243
8800,71672,Wrong Turn 4: Bloody Beginnings,80.569,2011-10-17,Wrong Turn 4: Bloody Beginnings,5.7,819
8801,8676,Fool's Gold,14.595,2008-02-07,Fool's Gold,5.7,1225
8802,336890,Goon: Last of the Enforcers,9.317,2017-03-17,Goon: Last of the Enforcers,5.7,250
8803,139567,Fire with Fire,12.808,2012-08-31,Fire with Fire,5.7,574
8804,46837,Kaboom,9.094,2010-10-06,Kaboom,5.7,250
8805,18298,Les Rois mages,6.39,2001-12-12,The Three Kings,5.7,256
8806,310126,"Il ricco, il povero e il maggiordomo",5.029,2014-12-11,"Il ricco, il povero e il maggiordomo",5.7,769
8807,268920,Hot Pursuit,14.599,2015-05-08,Hot Pursuit,5.7,1416
8808,231474,The Hunters,8.68,2013-10-25,The Hunters,5.7,305
8809,11569,Hellraiser III: Hell on Earth,14.855,1992-09-11,Hellraiser III: Hell on Earth,5.7,544
8810,389053,The Do-Over,13.988,2016-05-27,The Do-Over,5.7,1261
8811,9034,The Banger Sisters,8.986,2002-09-20,The Banger Sisters,5.7,202
8812,8870,Red Planet,10.948,2000-11-10,Red Planet,5.7,826
8813,5552,Immortel (ad vitam),9.578,2004-03-13,Immortal,5.7,333
8814,24271,The Maiden Heist,7.104,2009-05-09,The Maiden Heist,5.7,260
8815,3513,Legionnaire,10.708,1998-12-03,Legionnaire,5.7,419
8816,514277,Mara,11.28,2018-08-22,Mara,5.7,304
8817,413998,My Cousin Rachel,15.544,2017-06-08,My Cousin Rachel,5.7,488
8818,340584,Lavender,10.608,2016-11-04,Lavender,5.7,271
8819,123105,The Bay,10.791,2012-09-13,The Bay,5.7,573
8820,28941,Chopping Mall,10.111,1986-03-21,Chopping Mall,5.7,238
8821,823461,Good on Paper,12.537,2021-06-23,Good on Paper,5.7,240
8822,252680,Moms' Night Out,16.494,2014-03-25,Moms' Night Out,5.7,255
8823,152790,The Angriest Man in Brooklyn,9.335,2014-05-23,The Angriest Man in Brooklyn,5.7,397
8824,13596,My Best Friend's Girl,34.284,2008-09-19,My Best Friend's Girl,5.7,615
8825,4823,Final Analysis,10.567,1992-02-07,Final Analysis,5.7,206
8826,254302,High-Rise,9.9,2015-11-22,High-Rise,5.7,968
8827,174321,The English Teacher,9.168,2013-05-16,The English Teacher,5.7,305
8828,9877,Urban Legend,12.256,1998-09-25,Urban Legend,5.7,1021
8829,9292,Hudson Hawk,11.04,1991-05-23,Hudson Hawk,5.7,790
8830,5146,The In-Laws,8.518,2003-05-23,The In-Laws,5.7,226
8831,1534,Pathfinder,13.645,2007-01-11,Pathfinder,5.7,525
8832,10661,You Don't Mess with the Zohan,30.233,2008-06-05,You Don't Mess with the Zohan,5.7,3082
8833,13713,Jean-Philippe,6.308,2006-04-05,Jean-Philippe,5.7,256
8834,2210,Earth Girls Are Easy,10.664,1988-09-08,Earth Girls Are Easy,5.7,285
8835,624808,Love Wedding Repeat,9.22,2020-04-10,Love Wedding Repeat,5.7,611
8836,280002,The Remaining,72.507,2014-08-25,The Remaining,5.7,264
8837,11649,Masters of the Universe,11.535,1987-08-07,Masters of the Universe,5.7,678
8838,9568,The Dentist,8.051,1996-06-07,The Dentist,5.7,228
8839,6499,Turbo: A Power Rangers Movie,36.536,1997-03-27,Turbo: A Power Rangers Movie,5.7,215
8840,559401,Sibyl,11.373,2019-05-24,Sibyl,5.7,286
8841,270774,Skiptrace,22.794,2016-07-21,Skiptrace,5.7,522
8842,12123,Chain Reaction,10.478,1996-08-02,Chain Reaction,5.7,810
8843,321494,The Man with the Iron Fists 2,19.329,2015-03-10,The Man with the Iron Fists 2,5.7,202
8844,271185,Ask Me Anything,9.838,2014-04-19,Ask Me Anything,5.7,368
8845,15566,Surviving Christmas,7.829,2004-09-21,Surviving Christmas,5.7,419
8846,658777,Freaks – Du bist eine von uns,13.589,2020-09-02,Freaks – You're One of Us,5.7,252
8847,335788,Renegades,27.136,2017-08-21,Renegades,5.7,267
8848,112454,Clown,35.787,2014-11-13,Clown,5.7,1100
8849,171424,The Green Inferno,31.715,2013-09-08,The Green Inferno,5.7,1108
8850,146238,Runner Runner,9.994,2013-09-24,Runner Runner,5.7,1068
8851,85735,L'amour dure trois ans,5.505,2011-12-10,Love Lasts Three Years,5.7,360
8852,16985,Legally Blondes,47.596,2009-04-28,Legally Blondes,5.7,216
8853,16889,Revenge of the Nerds II: Nerds in Paradise,9.353,1987-07-10,Revenge of the Nerds II: Nerds in Paradise,5.7,209
8854,60747,Red Dawn,54.724,2012-03-15,Red Dawn,5.7,1313
8855,12620,The House Bunny,17.749,2008-08-22,The House Bunny,5.7,1635
8856,51170,Open Season 3,12.389,2010-10-21,Open Season 3,5.7,463
8857,118957,Bait,11.85,2012-09-05,Bait,5.7,620
8858,36599,Prom Night,13.134,1980-07-18,Prom Night,5.7,297
8859,641790,Trauma Center,13.019,2019-12-06,Trauma Center,5.6,316
8860,475430,Artemis Fowl,26.74,2020-06-12,Artemis Fowl,5.6,1375
8861,336455,Viral,14.743,2016-02-18,Viral,5.6,432
8862,72890,Girl Most Likely,6.686,2012-09-07,Girl Most Likely,5.6,220
8863,14211,Prey,13.156,2007-01-30,Prey,5.6,274
8864,10154,Mickey Blue Eyes,6.96,1999-08-16,Mickey Blue Eyes,5.6,452
8865,193687,Z for Zachariah,11.004,2015-08-13,Z for Zachariah,5.6,776
8866,11451,Herbie Fully Loaded,24.857,2005-06-22,Herbie Fully Loaded,5.6,1924
8867,429476,Hell Fest,14.916,2018-09-27,Hell Fest,5.6,663
8868,301372,Voice from the Stone,9.582,2017-04-28,Voice from the Stone,5.6,413
8869,41517,Ra.One,9.403,2011-10-24,Ra.One,5.6,260
8870,219318,Eyjafjallajökull,6.449,2013-10-02,The Volcano,5.6,577
8871,5956,Joshua,7.807,2007-01-21,Joshua,5.6,210
8872,615678,Thunder Force,57.162,2021-04-09,Thunder Force,5.6,969
8873,484437,The Hole in the Ground,14.708,2019-03-01,The Hole in the Ground,5.6,537
8874,20856,Aliens in the Attic,17.663,2009-07-31,Aliens in the Attic,5.6,837
8875,412105,You Get Me,22.312,2017-06-19,You Get Me,5.6,1564
8876,23398,Alvin and the Chipmunks: The Squeakquel,49.809,2009-12-21,Alvin and the Chipmunks: The Squeakquel,5.6,2419
8877,288171,Blue Mountain State: The Rise of Thadland,8.16,2016-02-02,Blue Mountain State: The Rise of Thadland,5.6,231
8878,86834,Noah,41.063,2014-03-07,Noah,5.6,5412
8879,48988,Hall Pass,22.879,2011-02-25,Hall Pass,5.6,1646
8880,10723,Bulletproof,10.346,1996-09-06,Bulletproof,5.6,463
8881,2155,Reindeer Games,10.18,2000-02-25,Reindeer Games,5.6,511
8882,1950,Lucky You,8.91,2007-05-01,Lucky You,5.6,216
8883,286567,Max Steel,39.188,2016-10-14,Max Steel,5.6,634
8884,198210,Evidence,10.065,2013-07-19,Evidence,5.6,203
8885,118289,Diana,9.566,2013-09-19,Diana,5.6,425
8886,384682,Office Christmas Party,14.901,2016-11-25,Office Christmas Party,5.6,1746
8887,2565,Joe Versus the Volcano,9.445,1990-03-09,Joe Versus the Volcano,5.6,410
8888,253344,Some Kind of Beautiful,8.306,2015-07-16,Some Kind of Beautiful,5.6,499
8889,38358,The Last Exorcism,20.1,2010-08-27,The Last Exorcism,5.6,820
8890,16337,The Texas Chainsaw Massacre 2,23.104,1986-08-22,The Texas Chainsaw Massacre 2,5.6,615
8891,9676,The Black Dahlia,11.176,2006-09-15,The Black Dahlia,5.6,878
8892,605286,Si vive una volta sola,6.079,2021-04-28,Si vive una volta sola,5.6,203
8893,481042,Non c'è campo,5.1,2017-11-02,Non c'è campo,5.6,208
8894,237756,Kill Me Three Times,10.207,2015-04-10,Kill Me Three Times,5.6,429
8895,39451,Little Fockers,24.457,2010-12-21,Little Fockers,5.6,2775
8896,312831,The Hallow,17.525,2015-11-06,The Hallow,5.6,515
8897,9413,Picture Perfect,11.656,1997-08-01,Picture Perfect,5.6,313
8898,560144,Skylines,74.201,2020-10-25,Skylines,5.6,426
8899,485504,El Camino Christmas,6.986,2017-12-08,El Camino Christmas,5.6,244
8900,28510,Universal Soldier: Regeneration,61.956,2009-10-01,Universal Soldier: Regeneration,5.6,346
8901,9622,Beverly Hills Ninja,14.924,1997-01-17,Beverly Hills Ninja,5.6,609
8902,8920,Garfield,89.829,2004-06-10,Garfield,5.6,3216
8903,414191,Our House,11.068,2018-07-27,Our House,5.6,282
8904,334074,Survivor,23.262,2015-05-21,Survivor,5.6,851
8905,385360,Billionaire Boys Club,10.33,2018-07-19,Billionaire Boys Club,5.6,360
8906,38778,Dinner for Schmucks,17.04,2010-07-30,Dinner for Schmucks,5.6,1466
8907,615469,Spiderhead,778.522,2022-06-15,Spiderhead,5.7,326
8908,582607,See You Yesterday,8.555,2019-05-03,See You Yesterday,5.6,456
8909,429471,Captive State,18.01,2019-03-15,Captive State,5.6,931
8910,27475,The Slumber Party Massacre,8.234,1982-11-12,The Slumber Party Massacre,5.6,219
8911,9327,The Nutty Professor,13.684,1996-06-26,The Nutty Professor,5.6,2441
8912,10861,Maximum Risk,14.094,1996-09-13,Maximum Risk,5.6,365
8913,9574,Flubber,15.76,1997-11-26,Flubber,5.6,1969
8914,345914,The House,12.478,2017-06-29,The House,5.6,768
8915,265208,Wild Card,67.134,2015-01-14,Wild Card,5.6,1459
8916,77875,Playing for Keeps,7.947,2012-11-29,Playing for Keeps,5.6,585
8917,10756,The Haunted Mansion,20.804,2003-11-25,The Haunted Mansion,5.6,1637
8918,370567,Sherlock Gnomes,16.453,2018-03-15,Sherlock Gnomes,5.6,591
8919,300467,Dark Was the Night,9.006,2014-10-17,Dark Was the Night,5.6,201
8920,10169,Men at Work,7.898,1990-08-24,Men at Work,5.6,288
8921,2800,Rumor Has It...,8.226,2005-12-22,Rumor Has It...,5.6,952
8922,12192,Pathology,8.648,2008-04-11,Pathology,5.6,365
8923,8319,Chapter 27,7.56,2007-01-25,Chapter 27,5.6,206
8924,41515,Yogi Bear,14.079,2010-12-17,Yogi Bear,5.6,727
8925,11066,Boomerang,13.374,1992-06-30,Boomerang,5.6,456
8926,10327,"Legally Blonde 2: Red, White & Blonde",22.443,2003-07-02,"Legally Blonde 2: Red, White & Blonde",5.6,1248
8927,449459,The Vanishing,16.142,2019-01-04,The Vanishing,5.6,571
8928,346910,The Predator,94.233,2018-09-05,The Predator,5.6,3771
8929,346671,Little Evil,10.662,2017-08-08,Little Evil,5.6,789
8930,205584,Gods of Egypt,55.535,2016-02-25,Gods of Egypt,5.6,3477
8931,10877,Exit Wounds,15.127,2001-03-13,Exit Wounds,5.6,351
8932,4954,Drop Zone,12.147,1994-12-08,Drop Zone,5.6,319
8933,83770,On the Road,8.63,2012-05-22,On the Road,5.6,722
8934,10050,Get Over It,8.32,2001-03-08,Get Over It,5.6,233
8935,244516,Indovina chi viene a Natale?,5.456,2013-12-19,Indovina chi viene a Natale?,5.6,329
8936,164251,Serena,13.056,2014-10-12,Serena,5.6,911
8937,10563,Three to Tango,9.81,1999-10-22,Three to Tango,5.6,201
8938,6071,Kiss of Death,7.011,1995-04-21,Kiss of Death,5.6,244
8939,10206,Buffy the Vampire Slayer,13.06,1992-07-24,Buffy the Vampire Slayer,5.6,627
8940,718444,Rogue,13.57,2020-08-20,Rogue,5.6,555
8941,19912,The Final Destination,48.1,2009-08-26,The Final Destination,5.6,2585
8942,440597,Wish Upon,24.822,2017-07-07,Wish Upon,5.6,1123
8943,13561,Murder Party,5.66,2007-10-12,Murder Party,5.6,201
8944,373314,Misconduct,10.112,2016-02-05,Misconduct,5.6,458
8945,10375,D-Tox,9.927,2002-01-04,D-Tox,5.6,515
8946,68684,Detention,7.979,2011-03-16,Detention,5.6,295
8947,8277,American Pie Presents: Beta House,60.96,2007-12-10,American Pie Presents: Beta House,5.6,1566
8948,15983,Invasion U.S.A.,6.951,1985-09-27,Invasion U.S.A.,5.6,201
8949,13260,Semi-Pro,12.789,2008-02-28,Semi-Pro,5.6,626
8950,12705,Smokey and the Bandit II,13.58,1980-08-15,Smokey and the Bandit II,5.6,216
8951,9703,The Last Legion,15.369,2007-04-19,The Last Legion,5.6,668
8952,369776,Les Tuche 2 : Le Rêve américain,6.85,2016-02-03,The Tuche Family: The American Dream,5.6,846
8953,180296,They Came Together,8.029,2014-06-27,They Came Together,5.6,328
8954,86835,Knight of Cups,9.624,2015-02-08,Knight of Cups,5.6,540
8955,2087,The Getaway,12.61,1994-02-11,The Getaway,5.6,254
8956,512025,There's Someone Inside Your House,66.016,2021-09-24,There's Someone Inside Your House,5.6,424
8957,20483,Catch That Kid,7.34,2004-02-06,Catch That Kid,5.6,249
8958,692969,Kadaver,35.528,2020-10-22,Cadaver,5.6,484
8959,467673,Budapest,8.754,2018-06-27,Budapest,5.6,345
8960,14361,Captain Ron,6.147,1992-09-18,Captain Ron,5.6,235
8961,1665,Last Days,6.304,2005-06-12,Last Days,5.6,287
8962,82390,The Paperboy,28.816,2012-09-14,The Paperboy,5.6,618
8963,11811,Leprechaun,46.705,1993-01-08,Leprechaun,5.6,576
8964,1819,"You, Me and Dupree",11.28,2006-07-13,"You, Me and Dupree",5.6,1136
8965,384521,The Cloverfield Paradox,20.924,2018-02-04,The Cloverfield Paradox,5.6,2708
8966,542917,El silencio de la ciudad blanca,8.505,2019-10-25,Twin Murders: The Silence of the White City,5.6,255
8967,144336,Sabotage,27.218,2014-03-28,Sabotage,5.6,1181
8968,9586,The Bonfire of the Vanities,8.204,1990-12-21,The Bonfire of the Vanities,5.6,371
8969,9879,Striptease,16.872,1996-06-28,Striptease,5.6,871
8970,8202,Æon Flux,15.243,2005-11-30,Æon Flux,5.6,1797
8971,13564,Return to House on Haunted Hill,7.959,2007-10-03,Return to House on Haunted Hill,5.6,231
8972,575479,Une fille facile,11.987,2019-08-28,An Easy Girl,5.6,273
8973,449415,Classe Z,5.295,2017-03-30,Classe Z,5.6,254
8974,379873,L'abbiamo fatta grossa,4.142,2016-01-28,L'abbiamo fatta grossa,5.6,254
8975,1979,Fantastic Four: Rise of the Silver Surfer,38.448,2007-06-13,Fantastic Four: Rise of the Silver Surfer,5.6,6809
8976,929,Godzilla,30.867,1998-05-20,Godzilla,5.6,3166
8977,394830,The Crucifixion,17.243,2017-04-27,The Crucifixion,5.6,387
8978,144340,Admission,8.921,2013-03-21,Admission,5.6,529
8979,82679,Fun Size,7.724,2012-10-24,Fun Size,5.6,377
8980,22825,The Box,11.386,2009-09-17,The Box,5.6,1482
8981,10366,Universal Soldier: The Return,17.047,1999-08-05,Universal Soldier: The Return,5.6,719
8982,174316,A Case of You,8.196,2013-11-06,A Case of You,5.6,256
8983,49012,Arthur,14.279,2011-04-08,Arthur,5.6,619
8984,13191,"War, Inc.",7.024,2008-04-28,"War, Inc.",5.6,231
8985,9488,Spy Kids 2: The Island of Lost Dreams,50.193,2002-08-07,Spy Kids 2: The Island of Lost Dreams,5.6,1801
8986,11377,House on Haunted Hill,12.318,1999-10-29,House on Haunted Hill,5.6,676
8987,166822,Big Ass Spider!,7.869,2013-10-17,Big Ass Spider!,5.6,201
8988,124459,The Incredible Burt Wonderstone,13.452,2013-03-14,The Incredible Burt Wonderstone,5.6,1218
8989,13493,College Road Trip,8.294,2008-03-07,College Road Trip,5.6,332
8990,2900,The Astronaut's Wife,19.537,1999-08-26,The Astronaut's Wife,5.6,753
8991,23823,Wrong Turn 3: Left for Dead,111.509,2009-10-20,Wrong Turn 3: Left for Dead,5.6,859
8992,306523,Ogni maledetto Natale,5.321,2014-11-27,Ogni maledetto Natale,5.6,289
8993,11804,White Noise,9.78,2005-01-07,White Noise,5.6,668
8994,587496,The Rental,44.256,2020-07-23,The Rental,5.6,633
8995,533992,Cuando los ángeles duermen,7.727,2018-09-07,When Angels Sleep,5.6,220
8996,420950,Seuls,5.447,2017-02-08,Alone,5.6,447
8997,397415,Vengeance: A Love Story,12.372,2017-03-16,Vengeance: A Love Story,5.6,226
8998,345918,Come and Find Me,7.599,2016-11-11,Come and Find Me,5.6,221
8999,382511,Radin!,7.756,2016-09-28,Penny Pincher!,5.6,806
9000,82687,The Guilt Trip,7.295,2012-12-19,The Guilt Trip,5.6,577
9001,79178,Selvaggi,4.541,1995-12-15,Savages,5.6,224
9002,18480,Brüno,10.72,2009-07-08,Brüno,5.6,1372
9003,10610,The Medallion,17.42,2003-08-15,The Medallion,5.6,869
9004,10008,An American Haunting,9.963,2005-05-05,An American Haunting,5.6,376
9005,9757,Norbit,48.477,2007-02-08,Norbit,5.6,1856
9006,72559,G.I. Joe: Retaliation,60.617,2013-03-27,G.I. Joe: Retaliation,5.6,4885
9007,465086,The Grudge,22.488,2020-01-01,The Grudge,5.6,939
9008,27,9 Songs,20.21,2004-05-16,9 Songs,5.6,390
9009,12518,Honeymoon in Vegas,8.303,1992-08-28,Honeymoon in Vegas,5.6,220
9010,9009,Dark Water,14.649,2005-07-08,Dark Water,5.6,810
9011,485811,Redcon-1,65.331,2018-09-07,Redcon-1,5.6,201
9012,18009,Leprechaun 2,40.929,1994-04-07,Leprechaun 2,5.6,228
9013,13803,Amusement,12.676,2008-10-09,Amusement,5.6,277
9014,653601,Horse Girl,12.11,2020-01-27,Horse Girl,5.6,436
9015,466622,The Rhythm Section,17.784,2020-01-31,The Rhythm Section,5.6,489
9016,371608,The Strangers: Prey at Night,32.395,2018-03-07,The Strangers: Prey at Night,5.6,1096
9017,11523,View from the Top,9.567,2003-03-21,View from the Top,5.6,466
9018,11132,Confessions of a Teenage Drama Queen,13.516,2004-02-17,Confessions of a Teenage Drama Queen,5.6,757
9019,9697,Lady in the Water,6.844,2006-07-20,Lady in the Water,5.6,1102
9020,10200,The Day the Earth Stood Still,16.412,2008-12-10,The Day the Earth Stood Still,5.6,2776
9021,106747,Machete Kills,23.657,2013-09-12,Machete Kills,5.6,1590
9022,10603,George of the Jungle,19.02,1997-07-15,George of the Jungle,5.6,1684
9023,13025,Diary of the Dead,9.447,2008-02-22,Diary of the Dead,5.6,614
9024,11637,Are We There Yet?,17.577,2005-01-20,Are We There Yet?,5.6,777
9025,38322,"Big Mommas: Like Father, Like Son",54.348,2011-02-16,"Big Mommas: Like Father, Like Son",5.6,1019
9026,195269,12 Rounds 2: Reloaded,12.022,2013-06-01,12 Rounds 2: Reloaded,5.6,226
9027,401371,Mute,13.071,2018-02-23,Mute,5.6,885
9028,146375,De l'autre côté du périph,21.135,2012-12-15,On the Other Side of the Tracks,5.6,559
9029,52449,Bad Teacher,18.802,2011-05-16,Bad Teacher,5.6,4062
9030,49849,Cowboys & Aliens,49.44,2011-07-29,Cowboys & Aliens,5.6,4349
9031,46441,Mirrors 2,20.945,2010-10-18,Mirrors 2,5.6,327
9032,9381,Babylon A.D.,13.548,2008-08-20,Babylon A.D.,5.6,1683
9033,9849,My Favorite Martian,10.348,1999-02-11,My Favorite Martian,5.6,246
9034,185341,[REC] 4: Apocalipsis,96.874,2014-10-31,[REC]⁴ Apocalypse,5.6,901
9035,12521,Shocker,11.833,1989-10-27,Shocker,5.6,313
9036,10956,Joe Dirt,13.077,2001-04-10,Joe Dirt,5.6,588
9037,441384,The Beach Bum,10.788,2019-03-21,The Beach Bum,5.6,369
9038,11429,Beyond Re-Animator,8.14,2003-04-04,Beyond Re-Animator,5.6,213
9039,298722,Soap Opera,4.934,2014-10-23,Soap Opera,5.6,220
9040,10197,Nine,6.691,2009-12-03,Nine,5.6,489
9041,40805,The Green Hornet,23.05,2011-01-12,The Green Hornet,5.6,2740
9042,10134,Cyborg,18.493,1989-04-07,Cyborg,5.6,515
9043,57431,The Sitter,13.457,2011-12-09,The Sitter,5.6,762
9044,23742,Cop Out,12.851,2010-02-26,Cop Out,5.6,1251
9045,12662,Psycho III,8.123,1986-04-02,Psycho III,5.6,281
9046,10762,Without a Paddle,10.08,2004-08-20,Without a Paddle,5.6,515
9047,457943,Slaughterhouse Rulez,11.278,2018-10-31,Slaughterhouse Rulez,5.6,333
9048,9447,Babe: Pig in the City,16.43,1998-11-25,Babe: Pig in the City,5.6,1013
9049,7006,White Noise 2: The Light,8.297,2007-01-05,White Noise 2: The Light,5.6,207
9050,354287,War Machine,12.575,2017-05-26,War Machine,5.6,927
9051,86868,La Vérité si je mens ! 3,4.528,2012-01-31,Would I Lie to You? 3,5.6,288
9052,9334,The Scorpion King,27.818,2002-04-18,The Scorpion King,5.6,2597
9053,314385,By the Sea,7.679,2015-11-12,By the Sea,5.5,503
9054,10891,Tremors 4: The Legend Begins,18.13,2004-01-02,Tremors 4: The Legend Begins,5.5,346
9055,9794,Employee of the Month,8.725,2006-10-06,Employee of the Month,5.5,490
9056,42441,Tifosi,6.119,1999-10-01,Tifosi,5.5,300
9057,6171,Dreamcatcher,19.011,2003-03-21,Dreamcatcher,5.5,1451
9058,241257,Regression,11.897,2015-10-01,Regression,5.5,1556
9059,43919,Hatchet II,11.236,2010-08-26,Hatchet II,5.5,297
9060,378236,The Emoji Movie,44.222,2017-07-23,The Emoji Movie,5.5,2559
9061,50135,Konferenz der Tiere,9.487,2010-10-07,Animals United,5.5,253
